,SUBSTÂNCIA
2043,CLIOQUINOL;HIDROCORTISONA
2044,CRATAEGUS RHIPIDOPHYLLA GAND.;SALIX ALBA L.;PASSIFLORA INCARNATA L.
2045,TRIMETOPRIMA;SULFAMETOXAZOL;CLORIDRATO DE FENAZOPIRIDINA
2046,DIMETICONA;HIDROXIDO DE MAGNESIO;HIDROXIDO DE ALUMÍNIO
2047,CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;CITRATO DE CÁLCIO;FEREDEDATO DE SÓDIO;COLECALCIFEROL CRISTALIZADO;FLUORETO DE SÓDIO
2048,SULFATO FERROSO;ÁCIDO FOSFÓRICO
2049,IODETO DE POTÁSSIO;BENZOATO DE SÓDIO;CLORIDRATO DE OXOMEMAZINA;GUAIFENESINA
2050,NICOTINAMIDA;BITARTARATO DE COLINA;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;TIAMINA;INOSITOL;FOSFATO DE CÁLCIO DIBÁSICO;ADENOSINA;LEVOMETIONINA;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;BIOTINA
2051,PALMITATO DE RETINOL;OXIDO DE ZINCO;COLECALCIFEROL
2052,RISEDRONATO SÓDICO;ENFUVIRTIDA
2053,ACETATO DE LANREOTIDA
2054,TETRAIDROCANABINOL;CANABIDIOL
2055,LEVOMALATO DE CABOZANTINIBE
2056,NATALIZUMABE
2057,FAMPRIDINA
2058,ALFAEFMOROCTOCOGUE
2059,BETAPEGINTERFERONA 1A
2060,NUSINERSENA
2061,NICOTINAMIDA;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ERGOCALCIFEROL;PALMITATO DE RETINOL;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;BIOTINA;FOSFATO SÓDICO DE RIBOFLAVINA
2062,ÁCIDO ASCÓRBICO 90%;ZINCO COMPLEXO GLICINATO
2063,CAFEÍNA;ÁCIDO ACETILSALICÍLICO
2064,21-ACETATO DE DEXAMETASONA;CLOTRIMAZOL
2065,TOSILATO DE SORAFENIBE
2066,CLORIDRATO DE VARDENAFILA
2067,MONONITRATO DE TIAMINA;NICOTINAMIDA;PALMITATO DE RETINOL;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL
2068,NICOTINAMIDA;PALMITATO DE RETINOL;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;TIAMINA;FUMARATO FERROSO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL
2069,CLODRONATO DISSÓDICO
2070,PARACETAMOL;CAFEÍNA ANIDRA;PROPIFENAZONA
2071,GADOBUTROL
2072,BETAINTERFERONA 1B
2073,LEVONORGESTREL;VALERATO DE ESTRADIOL
2074,ACETATO DE NORETISTERONA
2075,MESTEROLONA
2076,VALERATO DE ESTRADIOL
2077,CLATRATO DE ETINILESTRADIOL BETACICLODEXTRINA;DROSPIRENONA
2078,ETINILESTRADIOL;ACETATO DE NORETISTERONA
2079,ILOPROSTA
2080,ACEPONATO DE METILPREDNISOLONA
2081,GADOXETATO DISSÓDICO
2082,VALERATO DE DIFLUCORTOLONA
2083,IOPROMIDA
2084,ISOCONAZOL
2085,CIPROFLOXACINO;CLORIDRATO DE CIPROFLOXACINO
2086,CLORETO DE RÁDIO (223 RA)
2087,ÁCIDO ACETILSALICÍLICO;ÁCIDO ASCÓRBICO
2088,RIOCIGUATE
2089,REGORAFENIBE
2090,SULFATO DE LAROTRECTINIBE
2091,DAROLUTAMIDA
2092,BETAOCTOCOGUE
2093,ASCORBATO DE SÓDIO;CITRATO DE ZINCO TRI-HIDRATADO;COLECALCIFEROL
2094,ALFADAMOCTOCOGUE PEGOL
2095,ÁCIDO CARGLÚMICO
2096,HEMINA
2097,BETAÍNA
2098,DIASPARTATO DE PASIREOTIDA
2099,PAMOATO DE PASIREOTIDA
2100,LEVOLISINATO DE IBUPROFENO
2101,GALSULFASE
2102,ALFAELOSULFASE
2103,ALFACERLIPONASE
2104,DICLORIDRATO DE SAPROPTERINA
2105,VOSORITIDA
2106,BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA
2107,IBUPROFENO;PARACETAMOL
2108,MESILATO DE LOMITAPIDA
2109,NITISINONA
2110,BETADINUTUXIMABE
2111,MICAFUNGINA
2112,SUCCINATO DE SOLIFENACINA;CLORIDRATO DE TANSULOSINA
2113,ENZALUTAMIDA
2114,MIRABEGRONA
2115,HEMIFUMARATO DE GILTERITINIBE
2116,EXTRATO MOLE DE DAVILLA RUGOSA;CLORIDRATO DE LIDOCAINA;EXTRATO MOLE DE ATROPA BELADONA;MENTOL CRISTAL;EXTRATO MOLE DE HAMAMELIS VIRGINIANA
2117,SULBACTAM
2118,SENNA ALEXANDRINA MILL.;CASSIA FISTULA
2119,ÁCIDO CÍTRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO
2120,SULFATO FERROSO HEPTAIDRATADO;ÁCIDO FOSFÓRICO
2121,SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ÓXIDO DE ZINCO;BACITRACINA ZÍNCICA;PERÓXIDO DE ZINCO
2122,MUCOPOLISSACARIDASE;ALFAMILASE;QUIMOTRIPSINA
2123,PALMITATO DE RETINOL
2124,PIRACETAM;CINARIZINA
2125,MALEATO DE CLORFENIRAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA
2126,CAFEÍNA;HIDRÓXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA;ÁCIDO ACETILSALICÍLICO
2127,CARBONATO DE CÁLCIO 90%;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO
2128,FENOFIBRATOS MICROGRÂNULOS A 75%
2129,NIMESULIDA BETACICLODEXTRINA
2130,DOCUSATO DE SÓDIO;BISACODIL
2131,RACEMETIONINA;CLORETO DE COLINA;CIANOCOBALAMINA;INOSITOL
2132,PARACETAMOL;CAFEÍNA;ÁCIDO ACETILSALICÍLICO
2133,PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO
2134,TROXERRUTINA;SULFATO DE NEOMICINA;ÁCIDO ASCÓRBICO;ACETATO DE HIDROCORTISONA;BENZOCAÍNA
2135,MALEATO DE CLORFENIRAMINA;DIPIRONA;ÁCIDO ASCÓRBICO
2136,BETAMETASONA;FOSFATO DISSÓDICO DE BETAMETASONA
2137,PREDNISOLONA;FOSFATO SÓDICO DE PREDNISOLONA
2138,SULFATO DE GENTAMICINA;FOSFATO DISSÓDICO DE BETAMETASONA
2139,BENFOTIAMINA
2140,CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO;CLORIDRATO DE FENILEFRINA;MALEATO DE DEXCLORFENIRAMINA
2141,OLOPATADINA
2142,MALEATO DE CLORFENIRAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA
2143,MALEATO DE CLORFENAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA
2144,BUTILBROMETO DE ESCOPOLAMINA;PARACETAMOL
2145,CLORIDRATO DE LIDOCAINA;POLIDOCANOL;MATRICARIA CHAMOMILLA L.
2146,ONDANSETRONA
2147,IOPAMIDOL
2148,GADOTERIDOL
2149,IOMEPROL
2150,DIATRIZOATO DE MEGLUMINA
2151,HEXAFLUORETO DE ENXOFRE
2152,GADOBENATO DE DIMEGLUMINA
2153,NICOTINAMIDA;PALMITATO DE RETINOL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL
2154,LANSOPRAZOL;LEVOFLOXACINO HEMI-HIDRATADO;AMOXICILINA TRI-HIDRATADA
2155,HIDRÓXIDO DE ALUMÍNIO;TRISSILICATO DE MAGNÉSIO;HIDRÓXIDO DE MAGNÉSIO
2156,CEMIPLIMABE
2157,CLOBAZAM
2158,HESPERIDINA;CLORIDRATO DE PIPERIDOLATO;ÁCIDO ASCÓRBICO
2159,CLORIDRATO DE LEVOMEPROMAZINA
2160,PERICIAZINA
2161,VIGABATRINA
2162,LACTATO DE MILRINONA
2163,BETA-AGALSIDASE
2164,CEPA INFLUENZA TIPO B
2165,IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS
2166,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1
2167,ALIROCUMABE
2168,"VACINA INFLUENZA TRIVALENTE (INATIVADA, FRACIONADA)"
2169,ALFA-ALGLICOSIDASE
2170,LARONIDASE
2171,TOXÓIDE PERTUSSIS;FÍMBRIAS;TOXÓIDE DIFTÉRICO;PERTACTINA;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA
2172,ALENTUZUMABE
2173,CETOPROFENO;OMEPRAZOL
2174,DICLORIDRATO DE BUCLIZINA
2175,ESPIRAMICINA
2176,CLORIDRATO DE PROMETAZINA;SULFOGUAIACOL
2177,HIDRÓXIDO DE ALUMÍNIO
2178,BROMAZEPAM;SULPIRIDA
2179,CLORIDRATO DE ALIZAPRIDA
2180,DESOXIMETASONA
2181,DESOXIMETASONA;SULFATO DE NEOMICINA
2182,TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA
2183,TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA;POLIOVÍRUS TIPO 1 (MAHONEY)
2184,TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B
2185,INSULINA GLARGINA;LIXISENATIDA
2186,VACINA CONTRA RAIVA
2187,TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;ANTÍGENO DE SUPERFÍCIE DA HEPATITE B;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS TIPO 1 (MAHONEY)
2188,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO
2189,POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA
2190,TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA
2191,TOXÓIDE PERTUSSIS;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA
2192,ALFAEFTRENONACOGUE
2193,RASBURICASE
2194,POLISSACARÍDEO
2195,VÍRUS 17D DA FEBRE AMARELA
2196,PICOSSULFATO DE SÓDIO MONOIDRATADO
2197,CLORIDRATO DE ALFUZOSINA
2198,ESPIRONOLACTONA;FUROSEMIDA
2199,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;TOXÓIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO
2200,ISATUXIMABE
2201,CAPLACIZUMABE
2202,ALFA-AVALGLICOSIDASE
2203,IOEXOL
2204,IODIXANOL
2205,GADODIAMIDA
2206,CALCIPOTRIOL
2207,MEBUTATO DE INGENOL
2208,VALERATO DE DIFLUCORTOLONA;NITRATO DE ISOCONAZOL
2209,BRODALUMABE
2210,LESINURADE
2211,ZOLMITRIPTANA
2212,BUPRENORFINA
2213,NAPROXENO;ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
2214,CLORIDRATO DE TRAMADOL;DICLOFENACO SÓDICO
2215,SULBACTAM SÓDICO
2216,PIMECROLIMO
2217,PLANTAGO OVATA FORSSK.;SENNA ALEXANDRINA MILL.
2218,PROPIONATO DE FLUTICASONA;CLORIDRATO DE AZELASTINA
2219,ÁCIDO TIÓCTICO
2220,TAFLUPROSTA
2221,PALONOSETRONA
2222,CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA
2223,MYCOBACTERIUM BOVIS
2224,ÁCIDO CÍTRICO ANIDRO;BICARBONATO DE SÓDIO;SULFATO DE MAGNÉSIO
2225,PATISIRANA SÓDICA
2226,GIVOSIRANA SÓDICA
2227,LUMASIRANA SÓDICA
2228,ECULIZUMABE
2229,ALFA-ASFOTASE
2230,ALFASSEBELIPASE
2231,RAVULIZUMABE
2232,BERACTANTO
2233,RITONAVIR
2234,PIBRENTASVIR;GLECAPREVIR HIDRATADO
2235,VENETOCLAX
2236,RISANQUIZUMABE
2237,UPADACITINIBE HEMI-HIDRATADO
